gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
Female,Loyal,57.0,Business travel,116.0,2.0,5.0,3.0,5.0,5.0,5.0,2.0,0.0,0.0,Satisfied
Female,Disloyal,25.0,Business travel,116.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,0.0,0.0,Unknown
Female,Loyal,51.0,Business travel,116.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,10.0,0.0,Satisfied
Male,Loyal,47.0,Business travel,116.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,0.0,0.0,Satisfied
Female,Loyal,60.0,Business travel,116.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,9.0,6.0,Dissatisfied
Male,Loyal,27.0,Business travel,116.0,2.0,5.0,3.0,3.0,3.0,1.0,3.0,0.0,8.0,Satisfied
Female,Loyal,56.0,Business travel,116.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,0.0,0.0,Satisfied
Male,Loyal,60.0,Business travel,116.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,35.0,49.0,Satisfied
Male,Loyal,43.0,Business travel,116.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,69.0,Business travel,116.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,7.0,8.0,Dissatisfied
Male,Loyal,54.0,Business travel,116.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Disloyal,25.0,Business travel,116.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,0.0,0.0,Unknown
Male,Disloyal,20.0,Business travel,116.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,11.0,36.0,Dissatisfied
Male,Disloyal,19.0,Business travel,116.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Male,Loyal,63.0,Personal Travel,116.0,2.0,5.0,2.0,2.0,3.0,3.0,5.0,61.0,65.0,Dissatisfied
Male,Loyal,50.0,Business travel,116.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Female,Loyal,43.0,Business travel,116.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,20.0,10.0,Unknown
Male,Loyal,39.0,Business travel,116.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,0.0,0.0,Satisfied
Male,Loyal,51.0,Business travel,116.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,116.0,107.0,Satisfied
Female,Loyal,38.0,Business travel,116.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,26.0,103.0,Dissatisfied
Male,Loyal,46.0,Business travel,116.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,0.0,9.0,Satisfied
Female,Disloyal,85.0,Business travel,116.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,Satisfied
Female,Loyal,46.0,Business travel,116.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0,Satisfied
Male,Loyal,45.0,Business travel,116.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,59.0,Business travel,116.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,13.0,18.0,Satisfied
Male,Loyal,41.0,Business travel,116.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,0.0,0.0,Satisfied
Female,Disloyal,26.0,Business travel,116.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,0.0,0.0,Dissatisfied
Male,Loyal,42.0,Business travel,116.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,50.0,43.0,Satisfied
Male,Loyal,56.0,Business travel,116.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,Satisfied
Male,Loyal,43.0,Personal Travel,116.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Unknown
Male,Loyal,30.0,Business travel,1597.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,10.0,0.0,Dissatisfied
Female,Disloyal,33.0,Business travel,116.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,Dissatisfied
Female,Loyal,24.0,Business travel,116.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,26.0,0.0,Dissatisfied
Male,Loyal,47.0,Business travel,116.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,71.0,66.0,Satisfied
Male,Disloyal,39.0,Business travel,116.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,0.0,0.0,Dissatisfied
Male,Disloyal,47.0,Business travel,116.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,0.0,0.0,Dissatisfied
Female,Loyal,51.0,Business travel,116.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,27.0,25.0,Dissatisfied
Female,Disloyal,22.0,Business travel,116.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Male,Loyal,54.0,Business travel,116.0,2.0,5.0,3.0,3.0,1.0,1.0,4.0,0.0,0.0,Satisfied
Male,Loyal,52.0,Business travel,116.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,0.0,0.0,Satisfied
Female,Loyal,17.0,Business travel,116.0,2.0,1.0,5.0,4.0,4.0,3.0,4.0,25.0,13.0,Dissatisfied
Female,Loyal,33.0,Business travel,116.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,0.0,0.0,Satisfied
Male,Loyal,48.0,Business travel,116.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Female,Loyal,51.0,Business travel,116.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,6.0,6.0,Satisfied
nan,Unknown,43.0,Unknown,1597.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Dissatisfied
Male,Loyal,50.0,Business travel,116.0,3.0,3.0,5.0,1.0,4.0,3.0,2.0,15.0,9.0,Dissatisfied
Male,Loyal,42.0,Business travel,116.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,Satisfied
Female,Loyal,55.0,Business travel,116.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Female,Disloyal,40.0,Business travel,116.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,33.0,Business travel,116.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Male,Loyal,30.0,Business travel,1597.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,10.0,0.0,Satisfied
Female,Loyal,16.0,Personal Travel,116.0,1.0,5.0,1.0,3.0,3.0,5.0,3.0,0.0,0.0,Dissatisfied
Female,Loyal,53.0,Business travel,116.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,32.0,24.0,Satisfied
Female,Loyal,60.0,Business travel,116.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,113.0,105.0,Dissatisfied
Female,Loyal,38.0,Business travel,116.0,2.0,5.0,3.0,5.0,3.0,3.0,5.0,0.0,14.0,Satisfied
Male,Loyal,32.0,Business travel,116.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Male,Loyal,35.0,Business travel,116.0,1.0,1.0,5.0,1.0,5.0,5.0,2.0,1.0,0.0,Satisfied
Male,Loyal,33.0,Business travel,116.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,0.0,0.0,Satisfied
Female,Disloyal,24.0,Business travel,116.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0.0,0.0,Satisfied
Female,Loyal,35.0,Business travel,116.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,0.0,0.0,Satisfied
Male,Loyal,33.0,Business travel,116.0,3.0,5.0,5.0,2.0,2.0,4.0,2.0,0.0,0.0,Dissatisfied
Male,Loyal,45.0,Business travel,116.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,0.0,0.0,Satisfied
Female,Loyal,50.0,Business travel,116.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,11.0,7.0,Dissatisfied
Male,Loyal,30.0,Business travel,1597.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,10.0,0.0,Satisfied
Female,Loyal,56.0,Business travel,116.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,51.0,Business travel,116.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,44.0,Business travel,116.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,7.0,Satisfied
Male,Loyal,35.0,Personal Travel,116.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Dissatisfied
Male,Loyal,60.0,Business travel,116.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,46.0,57.0,Satisfied
Female,Loyal,48.0,Business travel,116.0,2.0,4.0,3.0,2.0,4.0,5.0,5.0,0.0,0.0,Satisfied
Male,Loyal,49.0,Business travel,116.0,4.0,4.0,3.0,1.0,5.0,3.0,3.0,0.0,0.0,Satisfied
Male,Loyal,27.0,Business travel,116.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,0.0,0.0,Satisfied
Female,Loyal,44.0,Business travel,116.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,42.0,29.0,Satisfied
Male,Loyal,39.0,Business travel,116.0,2.0,3.0,3.0,5.0,2.0,3.0,4.0,0.0,0.0,Satisfied
Male,Loyal,45.0,Business travel,116.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,39.0,Business travel,116.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,0.0,0.0,Satisfied
Female,Loyal,59.0,Personal Travel,116.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,39.0,Business travel,116.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,51.0,Business travel,116.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,21.0,16.0,Dissatisfied
Female,Loyal,47.0,Business travel,116.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0,43.0,39.0,Satisfied
Female,Loyal,42.0,Business travel,116.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,0.0,0.0,Satisfied
Female,Loyal,57.0,Business travel,116.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,0.0,0.0,Satisfied
Male,Loyal,65.0,Personal Travel,116.0,1.0,5.0,1.0,1.0,2.0,2.0,4.0,114.0,120.0,Dissatisfied
Male,Loyal,42.0,Business travel,116.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,34.0,63.0,Dissatisfied
Female,Loyal,33.0,Business travel,116.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,23.0,27.0,Satisfied
Female,Disloyal,40.0,Business travel,116.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,53.0,Business travel,116.0,4.0,5.0,5.0,2.0,1.0,4.0,2.0,0.0,0.0,Dissatisfied
Male,Loyal,67.0,Personal Travel,116.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,Dissatisfied
Female,Loyal,51.0,Business travel,116.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,59.0,Business travel,116.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,8.0,3.0,Satisfied
Male,Loyal,39.0,Business travel,116.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,0.0,0.0,Satisfied
Female,Loyal,32.0,Business travel,116.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,0.0,14.0,Satisfied
Female,Loyal,39.0,Business travel,116.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,0.0,22.0,Dissatisfied
Male,Loyal,35.0,Business travel,116.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,Dissatisfied
Female,Loyal,57.0,Business travel,116.0,2.0,5.0,3.0,4.0,1.0,1.0,3.0,20.0,28.0,Satisfied
Female,Loyal,66.0,Personal Travel,116.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,0.0,0.0,Dissatisfied
Male,Loyal,46.0,Business travel,116.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,0.0,0.0,Satisfied
Male,Loyal,67.0,Personal Travel,116.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,Dissatisfied
Female,Loyal,64.0,Business travel,116.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,Dissatisfied
Male,Loyal,43.0,Personal Travel,1597.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,39.0,Business travel,116.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,20.0,12.0,Dissatisfied
Male,Loyal,49.0,Personal Travel,116.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Disloyal,21.0,Business travel,116.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,0.0,0.0,Satisfied
Female,Loyal,39.0,Business travel,116.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,Dissatisfied
Male,Loyal,54.0,Business travel,116.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,Dissatisfied
Female,Loyal,60.0,Business travel,116.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,0.0,0.0,Satisfied
Male,Disloyal,27.0,Business travel,116.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,54.0,Business travel,116.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,Satisfied
Male,Loyal,49.0,Business travel,116.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,0.0,0.0,Satisfied
Male,Loyal,30.0,Business travel,1597.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,10.0,0.0,Satisfied
Male,Loyal,55.0,Business travel,116.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,49.0,59.0,Satisfied
Female,Loyal,27.0,Business travel,116.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Male,Loyal,35.0,Business travel,116.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,0.0,2.0,Dissatisfied
Male,Loyal,56.0,Business travel,116.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Disloyal,37.0,Business travel,116.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,0.0,Dissatisfied
Female,Loyal,42.0,Business travel,116.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,38.0,Business travel,116.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,0.0,0.0,Satisfied
Female,Loyal,39.0,Business travel,116.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Male,Loyal,54.0,Business travel,116.0,4.0,3.0,4.0,1.0,5.0,4.0,3.0,76.0,70.0,Satisfied
Female,Loyal,36.0,Business travel,116.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,0.0,0.0,Satisfied
Female,Loyal,46.0,Business travel,116.0,2.0,5.0,3.0,5.0,1.0,1.0,4.0,0.0,0.0,Satisfied
Female,Loyal,56.0,Business travel,116.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Female,Loyal,25.0,Business travel,116.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,Unknown
Female,Loyal,38.0,Business travel,116.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,Satisfied
Male,Disloyal,39.0,Business travel,116.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Disloyal,33.0,Business travel,116.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,Dissatisfied
Male,Loyal,57.0,Business travel,116.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,Satisfied
Female,Loyal,49.0,Business travel,116.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Female,Loyal,49.0,Business travel,116.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,37.0,30.0,Dissatisfied
Male,Loyal,38.0,Business travel,116.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,57.0,Business travel,116.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,0.0,19.0,Dissatisfied
Male,Loyal,36.0,Business travel,116.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,0.0,4.0,Satisfied
Male,Loyal,15.0,Personal Travel,116.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,0.0,0.0,Dissatisfied
Male,Loyal,49.0,Business travel,116.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Male,Loyal,39.0,Business travel,116.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Disloyal,26.0,Business travel,116.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,29.0,25.0,Dissatisfied
Male,Loyal,49.0,Business travel,116.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,21.0,15.0,Satisfied
Female,Disloyal,47.0,Business travel,116.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,Dissatisfied
Male,Loyal,57.0,Business travel,116.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Male,Loyal,42.0,Business travel,116.0,2.0,5.0,5.0,1.0,3.0,2.0,3.0,0.0,0.0,Dissatisfied
Male,Loyal,36.0,Business travel,116.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,134.0,129.0,Satisfied
Male,Disloyal,35.0,Business travel,116.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,Dissatisfied
Female,Disloyal,39.0,Business travel,116.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,44.0,Satisfied
Male,Disloyal,62.0,Business travel,116.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,13.0,9.0,Dissatisfied
Male,Loyal,33.0,Business travel,116.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,Dissatisfied
Male,Loyal,34.0,Business travel,116.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Disloyal,25.0,Business travel,116.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,Unknown
Male,Loyal,50.0,Personal Travel,116.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,23.0,14.0,Dissatisfied
Male,Loyal,59.0,Business travel,116.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,0.0,0.0,Dissatisfied
Male,Disloyal,55.0,Business travel,116.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,0.0,0.0,Satisfied
Female,Disloyal,24.0,Business travel,116.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,0.0,0.0,Dissatisfied
Male,Disloyal,39.0,Business travel,116.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,Dissatisfied
Female,Loyal,50.0,Business travel,116.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,28.0,19.0,Satisfied
Female,Loyal,52.0,Business travel,116.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,48.0,Business travel,116.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,19.0,16.0,Satisfied
Female,Disloyal,27.0,Business travel,116.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,57.0,52.0,Dissatisfied
Male,Loyal,38.0,Business travel,116.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,13.0,0.0,Dissatisfied
Female,Loyal,49.0,Business travel,116.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,0.0,0.0,Satisfied
Female,Loyal,69.0,Personal Travel,116.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,25.0,Dissatisfied
Female,Loyal,41.0,Business travel,116.0,4.0,1.0,4.0,5.0,3.0,5.0,5.0,64.0,177.0,Satisfied
Female,Loyal,42.0,Business travel,116.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,0.0,0.0,Dissatisfied
Female,Disloyal,47.0,Business travel,116.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,66.0,Personal Travel,116.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,0.0,0.0,Dissatisfied
Female,Loyal,46.0,Personal Travel,116.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,0.0,25.0,Dissatisfied
Male,Loyal,48.0,Business travel,116.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,0.0,4.0,Satisfied
Female,Loyal,37.0,Personal Travel,116.0,2.0,3.0,2.0,1.0,5.0,5.0,5.0,0.0,0.0,Dissatisfied
Male,Loyal,51.0,Business travel,116.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Female,Loyal,17.0,Business travel,116.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,Satisfied
Male,Loyal,46.0,Business travel,116.0,1.0,1.0,4.0,3.0,5.0,4.0,3.0,1.0,0.0,Satisfied
Male,Loyal,54.0,Business travel,116.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,0.0,Satisfied
Male,Loyal,30.0,Business travel,1597.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,10.0,0.0,Satisfied
Male,Disloyal,22.0,Business travel,116.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,50.0,Business travel,116.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,172.0,0.0,Dissatisfied
Female,Disloyal,40.0,Business travel,116.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,16.0,Satisfied
Female,Disloyal,36.0,Business travel,116.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,Dissatisfied
Female,Disloyal,37.0,Business travel,116.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,123.0,124.0,Satisfied
Female,Loyal,59.0,Business travel,116.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Male,Loyal,62.0,Business travel,116.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,0.0,0.0,Satisfied
Female,Disloyal,25.0,Business travel,116.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,Unknown
Male,Disloyal,38.0,Business travel,116.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,Satisfied
Female,Disloyal,35.0,Business travel,116.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,15.0,Dissatisfied
Female,Disloyal,37.0,Business travel,116.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,Dissatisfied
Male,Disloyal,33.0,Business travel,116.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,50.0,Personal Travel,116.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,0.0,3.0,Satisfied
Male,Loyal,40.0,Business travel,116.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,0.0,0.0,Satisfied
Female,Loyal,46.0,Business travel,116.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,0.0,0.0,Satisfied
Female,Loyal,48.0,Business travel,116.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0.0,0.0,Satisfied
Female,Disloyal,36.0,Business travel,116.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,122.0,119.0,Dissatisfied
Male,Loyal,38.0,Business travel,116.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Male,Loyal,51.0,Business travel,116.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,0.0,0.0,Satisfied
Male,Loyal,57.0,Business travel,116.0,2.0,4.0,3.0,4.0,5.0,1.0,5.0,0.0,0.0,Satisfied
Male,Disloyal,43.0,Business travel,116.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,Neutral
Male,Loyal,43.0,Business travel,116.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,30.0,Business travel,1597.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,51.0,Business travel,116.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,51.0,Business travel,116.0,2.0,3.0,1.0,5.0,3.0,3.0,5.0,0.0,5.0,Satisfied
Female,Loyal,66.0,Business travel,116.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,43.0,Business travel,116.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,13.0,Satisfied
Male,Loyal,35.0,Business travel,116.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,0.0,0.0,Satisfied
Male,Loyal,42.0,Business travel,116.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
